"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"ySigma[3,39] Full MUHI",11809.1769633333,10363.75,8360.09631451062,11275,0.95,3165.51,23840.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,39] Endow MUHI",13612.1316914867,10322.8,3776.30063192363,14035.5,0.95,18.2605,37314.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,39] Disting MUHI",23512.5995528,21032.3,16788.4274660141,7770.6,0.95,3856.49,49137.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,40] Assis MUIN",9477.60478562,7112.445,2731.49071593089,8814.4,0.95,16.505,26388,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,40] Assoc MUIN",14759.3237366667,13732.2,12162.5122505139,10187.8,0.95,6417.08,25685.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,40] Full MUIN",12193.3299246667,11996.95,11866.5180405709,12905.2,0.95,8576.37,16501,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,40] Endow MUIN",16172.543808,14529.15,12046.7525324745,12135.5,0.95,5058.73,31223.7,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,40] Disting MUIN",21819.794032,19932.95,16724.3863137554,13583.1,0.95,7156,41193.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,41] Assis MUST",13424.0294455267,10077.3,3765.56744454639,15000,0.95,10.7931,36895.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,41] Assoc MUST",19427.9195367933,17119.5,12602.1869077809,10246.1,0.95,1427.56,42237.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,41] Full MUST",18413.1507246667,17591.15,16459.7779756728,12465.3,0.95,10500.1,28683.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,41] Endow MUST",15229.403078,13622.65,11921.4068081738,11771.1,0.95,4375.43,29776.7,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,41] Disting MUST",13430.8952865467,10085.6,3839.77522520235,15000,0.95,8.7294,37048,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,42] Assis MUTH",9030.87456234667,6536.355,2581.79018720589,8455.4,0.95,8.7294,26033.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,42] Assoc MUTH",7078.96173933333,6146.515,4952.27903822681,8710.7,0.95,2023.64,14542.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,42] Full MUTH",11079.850712,9717.67,7750.32081169581,10287.3,0.95,3315.6,22663.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,42] Endow MUTH",13529.1820032,10294.1,4232.75335133605,15000,0.95,14.7502,36749.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,42] Disting MUTH",13556.37541752,10263.15,3951.68490284244,15000,0.95,8.7294,37059.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,43] Assis MUVO",13489.97469834,10054.35,3663.0925688234,15000,0.95,8.7294,37474.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,43] Assoc MUVO",8897.40152726667,6945.635,4255.93870798694,7958.2,0.95,1042.8,22241.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,43] Full MUVO",16751.1975553333,15770.6,14034.3336177602,11337.2,0.95,7212.7,27942.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,43] Endow MUVO",13454.1916478533,10179.1,3508.03354861922,15000,0.95,18.3275,36944.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,43] Disting MUVO",25245.6396407333,22897.15,19898.9699200494,7774.5,0.95,5071.78,50445.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,44] Assis OADT",6385.35865133333,5828.255,5068.56831211573,11060.8,0.95,2179.72,11837.6,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,44] Assoc OADT",7066.45621033333,5625.56,3666.08433663778,7842.6,0.95,1144.56,16869.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,44] Full OADT",18907.620418,16963.05,14178.1098855435,8081.7,0.95,4263.68,38343.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,44] Endow OADT",23990.256036,22027.55,18663.4631733484,12590.9,0.95,7891.62,44737.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,44] Disting OADT",13460.7187080867,10229.9,3909.99254618835,15000,0.95,8.7294,37006.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,45] Assis OPT",2530.13622826667,1244.435,642.608976670767,2045.7,0.95,124.027,9347.31,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,45] Assoc OPT",5041.51812106667,3873.865,2585.291412971,7383.5,0.95,874.759,12645.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,45] Full OPT",7426.411676,6405.985,5140.42319664328,6203.6,0.95,2157.14,15392.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,45] Endow OPT",13526.4459770173,10216.3,3781.11516237442,14538.1,0.95,8.7294,36848,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,45] Disting OPT",13472.6654659467,10123.85,4105.71857390347,15000,0.95,8.7294,36776.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,46] Assis PHYS",2115.26742246667,1940.24,1792.09131851962,11841.8,0.95,855.015,3676.64,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,46] Assoc PHYS",4455.80531773333,3855.62,3159.98972657529,9355.4,0.95,1391.95,9084.71,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,46] Full PHYS",26546.0233866667,25902.1,24651.2151533592,12016.7,0.95,17069,37604.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,46] Endow PHYS",13494.9418111733,10187.8,4337.97804679646,14632.8,0.95,8.7294,36796.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,46] Disting PHYS",23047.634704,21010.5,18755.1415387631,5681.9,0.95,4941.65,44795.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,47] Assis PL",10873.3787413333,9014.335,6139.50376507471,10615,0.95,2054.33,24582.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,47] Assoc PL",8771.93321753333,6778.385,4057.23437845536,8551.9,0.95,1107.96,22146.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,47] Full PL",23247.7121913333,22225.45,20917.5685958497,12195.5,0.95,10306.2,37400.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,47] Endow PL",26945.910038,25200.1,22836.0858335259,11939.6,0.95,8631.31,48721.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,47] Disting PL",13452.6859653593,10294.05,3853.58867910174,14530.5,0.95,8.7294,36839.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,48] Assis POLS",4862.41333366667,3010.005,1081.04121838557,4286.4,0.95,189.417,15418.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,48] Assoc POLS",9971.05600266667,9272.205,8086.37100399869,11550.4,0.95,4332.67,17149.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,48] Full POLS",23444.2644053333,22396.75,20676.6575827134,11302.6,0.95,12452.2,36678,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,48] Endow POLS",28798.3534454,26719.8,23002.5305138983,7888.4,0.95,8800.7,53975.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,48] Disting POLS",17563.6008613133,15317.35,11358.9431671166,7202.6,0.95,222.542,39027.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,49] Assis PSY",5013.00543866667,4489.74,3680.86138838255,10954.6,0.95,1860.85,9469.72,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,49] Assoc PSY",10033.0867466667,9481.645,8753.35011175221,10325.6,0.95,4258.17,16804.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,49] Full PSY",24826.10496,24170.15,23249.2348270868,12789.3,0.95,15470.9,35484.7,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,49] Endow PSY",42893.6775533333,41362.1,38245.5304383323,9374.1,0.95,20252.5,68090.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,49] Disting PSY",38584.9362153333,36692.85,32938.4545686106,9476.4,0.95,16149.6,63781,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,50] Assis REL",1515.83615513333,1245.655,955.936612514789,8285.7,0.95,350.8,3359.67,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,50] Assoc REL",3549.42451913333,3061.07,2520.78979638418,9163.1,0.95,934.325,7434.45,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,50] Full REL",24380.007766,22629.8,20811.291667919,12104.4,0.95,9091.86,42114.6,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,50] Endow REL",13451.3843456467,10148.85,3501.58864512824,15000,0.95,26.7316,37595.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,50] Disting REL",13547.7357429333,10329.95,4324.05123565637,15000,0.95,8.7294,37136.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,51] Assis RPAD",7904.49820926667,6402.045,4365.70379389375,7132.4,0.95,1387.29,18653.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,51] Assoc RPAD",7802.36481266667,6964.805,5950.36885729099,10626.2,0.95,2562.24,14877.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,51] Full RPAD",5559.27374833333,3514.785,1330.89602263372,5417.6,0.95,225.356,17721.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,51] Endow RPAD",13398.6204304067,10178.7,4009.5984414809,15060.2,0.95,33.4767,36600.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,51] Disting RPAD",13513.40733012,10255.3,4120.24188989155,15379.1,0.95,8.7294,36843.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,52] Assis SLIS",7837.5840804,6549.54,4846.18551718174,10059.6,0.95,1555.43,17515.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,52] Assoc SLIS",5769.064256,5320.51,4726.00067533666,12321.4,0.95,2444.91,10017.7,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,52] Full SLIS",10234.8817074987,7708.74,3563.66709892528,7550.8,0.95,8.7294,28053.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,52] Endow SLIS",19849.9006526667,17925.05,14488.0217284124,12938.3,0.95,5652.98,39172.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,52] Disting SLIS",13358.16240276,10110.6,3741.80407058406,14724.7,0.95,17.6161,36445.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,53] Assis SLS",3251.358013,2205.315,1280.22538973857,4417.5,0.95,378.59,9270.82,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,53] Assoc SLS",6045.91924846667,4725.3,3384.6489722893,5660.9,0.95,1089.76,14667,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,53] Full SLS",11609.9050037533,9172.02,6071.73146557106,7233.1,0.95,33.6283,30365.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,53] Endow SLS",13463.1158760067,10220.35,4066.40716483538,15249.4,0.95,10.3652,36856.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,53] Disting SLS",13452.2168730933,10086.85,3980.47770552833,15000,0.95,8.7294,37019.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,54] Assis SOC",1710.29679353333,1384.68,1049.42155764097,5208.4,0.95,398.337,3840.89,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,54] Assoc SOC",12378.278186,11653.4,10635.451364698,12819.5,0.95,5443.25,20616.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,54] Full SOC",11312.449646,10238.75,8636.36452727058,12968.7,0.95,3825.67,21355.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,54] Endow SOC",19765.0545720667,17998.25,15828.9229702695,10556.6,0.95,5075.32,37840.2,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,54] Disting SOC",10614.67773314,8080.585,3332.51105818725,7034.4,0.95,8.7294,28614.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,55] Assis SPAN",4174.82067986667,3592.11,2788.85084556315,6847.3,0.95,1094.27,8543.71,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,55] Assoc SPAN",5694.06171666667,5337.8,4744.41140667852,12758.2,0.95,2572.39,9546.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,55] Full SPAN",14902.51958,14008.05,12736.8491265223,11902.6,0.95,5786.59,25794.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,55] Endow SPAN",13315.0146840067,10115.05,3604.16690683007,15000,0.95,8.7294,36370.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,55] Disting SPAN",13589.33355344,10340.15,4392.53976337846,15000,0.95,17.1168,36711.6,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,56] Assis SPEA",8483.66277,8177.1,7853.69440811754,13516.3,0.95,4729.63,12568.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,56] Assoc SPEA",12919.2931673333,12454.15,11690.9071977246,12642,0.95,7249.34,19615.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,56] Full SPEA",15990.3880813333,15212.05,13525.8799686627,13321.7,0.95,7870.59,25839.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,56] Endow SPEA",20895.7971753333,19086.2,15537.0084284061,11686.9,0.95,5786.64,39520,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,56] Disting SPEA",41413.2844626667,39284.95,36309.9431434926,10727.4,0.95,16629.8,70523.8,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,57] Assis SPHS",4243.77142653333,3481.585,2482.98617921302,8349.4,0.95,1025.38,9516.59,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,57] Assoc SPHS",7966.28371733333,7145.18,6142.07116146596,11615.3,0.95,2340.95,15097.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,57] Full SPHS",13930.27666,12855.75,11704.8959930798,11144.6,0.95,5445.13,24406.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,57] Endow SPHS",13597.9693699533,10303.3,4395.74724708727,14501.8,0.95,8.7294,37090.7,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,57] Disting SPHS",38927.47157,36292.7,32445.1894820435,10925.4,0.95,11923,69954.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,58] Assis STAT",6707.72322666667,5693.125,4289.25988318954,8933.2,0.95,1957.69,14374.4,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,58] Assoc STAT",12239.5129114667,9790.425,5463.46602100047,7491.3,0.95,24.9701,30857.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,58] Full STAT",13596.2506767867,10288.5,4103.41911557208,14631.4,0.95,8.7294,36977.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,58] Endow STAT",19964.6443777333,17633.5,14472.6496229522,8140,0.95,2316.23,43221.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,58] Disting STAT",11511.9715991333,8936.145,3720.50271858274,7679.3,0.95,8.7294,31108.9,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,59] Assis TELC",4563.32226106667,3722.93,2752.67350994324,8616.3,0.95,1083.45,10364,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,59] Assoc TELC",10188.5344502,8365.575,5263.0865162089,9341.6,0.95,1825.35,23731.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,59] Full TELC",16967.9582593333,15839.5,14190.4894978844,13710.1,0.95,7162.8,29391.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,59] Endow TELC",13232.0516958733,10101.55,3452.40646657296,15000,0.95,8.7294,36237.1,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,59] Disting TELC",12744.0587768333,10250.75,6359.53037711424,7526.3,0.95,8.7294,32882.3,NA,NA,NA,NA,NA,NA,NA
"ySigma[1,60] Assis THTR",2764.97744066667,2139.74,1563.13765023433,7332.7,0.95,587.12,6810.18,NA,NA,NA,NA,NA,NA,NA
"ySigma[2,60] Assoc THTR",4571.90371533333,4270.255,3687.93678460783,12171.2,0.95,2099.54,7693.42,NA,NA,NA,NA,NA,NA,NA
"ySigma[3,60] Full THTR",13592.9140729933,10318.7,3935.90561737109,15000,0.95,8.7294,37455.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[4,60] Endow THTR",13550.3404303213,10329.05,3638.62959960417,15000,0.95,8.7294,37127.5,NA,NA,NA,NA,NA,NA,NA
"ySigma[5,60] Disting THTR",13625.3244247467,10296.65,4152.97541139447,14444.7,0.95,8.7294,36863.4,NA,NA,NA,NA,NA,NA,NA
"sigmaMode",3190.89609911333,3211.45,3306.90989753764,7380.3,0.95,949.544,5285.97,NA,NA,NA,NA,NA,NA,NA
"sigmaSD",11766.6295086667,11680.4,11589.0503854839,3862.1,0.95,9164.7,14465.4,NA,NA,NA,NA,NA,NA,NA
"nu",7.06202190333333,6.09924,5.3024793343479,2763.7,0.95,3.27241,12.9033,NA,NA,NA,NA,NA,NA,NA
"Full.v.Assoc",27660.7893427925,27645.6925,27648.0326076696,5245,0.95,24929.91,30245.044,0,100,-1000,1000,0,0,100
"Assoc.v.Assis",12464.8879,12471.1,12548.7711203977,1392.7,0.95,10811.8,14073.8,0,100,-1000,1000,0,0,100
"CHEM.v.ENG",27155.8917558533,27055.55,27289.1812021865,1753.5,0.95,17725.89,36065.8,0,100,-1000,1000,0,0,100
"CHEM.v.PSY",13967.6682879961,13879.096,13438.8010147034,3752.2,0.95,4741.43,23788.1,0,99.8133333333333,-1000,1000,0.12,0.199999999999989,99.68
"BFIN.v.PSYCHEMENG",119022.34775743,119183.926666667,119650.831485264,4812.3,0.95,109597.823333333,127358.496666667,0,100,-1000,1000,0,0,100
"Full.v.Assis.x.CHEM.v.ENG",10893.2261889701,10762.4035,10663.9090797799,3492.9,0.95,-3711.85,27464.8959,0,91.8066666666667,-1000,1000,6.24,4.12,89.64
"Full.v.Assis.x.CHEM.v.PSY",21180.903362643,20855.95,19543.098102284,2894.1,0.95,3719.0638,39261.21,0,99.3533333333333,-1000,1000,0.493333333333333,0.413333333333327,99.0933333333333
"Full.v.AssocAssis.x.BFIN.v.PSYCHEMENG",-5770.16673885761,-5560.51058333333,-5714.12062303386,6607.2,0.95,-20086.0366666667,8418.17366666667,0,20.9666666666667,-1000,1000,74.6733333333333,8.23333333333333,17.0933333333333
