"Commonwealth_Electoral_Division_Name","State","payment_type","amount"
"Fraser","Australian Capital Territory","austudy",500
"Unknown","Unknown","carer_allowance",560
"Banks","New South Wales","carer_allowance",4099
"Barton","New South Wales","carer_allowance",4380
"Bennelong","New South Wales","carer_allowance",2585
"Berowra","New South Wales","carer_allowance",1848
"Blaxland","New South Wales","carer_allowance",8363
"Bradfield","New South Wales","carer_allowance",1537
"Calare","New South Wales","carer_allowance",4277
"Charlton","New South Wales","carer_allowance",4921
"Chifley","New South Wales","carer_allowance",6927
"Cook","New South Wales","carer_allowance",2470
"Cowper","New South Wales","carer_allowance",5957
"Cunningham","New South Wales","carer_allowance",4245
"Dobell","New South Wales","carer_allowance",4823
"Eden-Monaro","New South Wales","carer_allowance",3584
"Farrer","New South Wales","carer_allowance",4302
"Fowler","New South Wales","carer_allowance",8602
"Gilmore","New South Wales","carer_allowance",5332
"Grayndler","New South Wales","carer_allowance",3017
"Greenway","New South Wales","carer_allowance",3727
"Hughes","New South Wales","carer_allowance",3911
"Hume","New South Wales","carer_allowance",4257
"Hunter","New South Wales","carer_allowance",4708
"Kingsford Smith","New South Wales","carer_allowance",3133
"Lindsay","New South Wales","carer_allowance",4869
"Lyne","New South Wales","carer_allowance",6002
"Macarthur","New South Wales","carer_allowance",5428
"Mackellar","New South Wales","carer_allowance",1809
"Macquarie","New South Wales","carer_allowance",3330
"McMahon","New South Wales","carer_allowance",7812
"Mitchell","New South Wales","carer_allowance",2322
"New England","New South Wales","carer_allowance",4434
"Newcastle","New South Wales","carer_allowance",3726
"North Sydney","New South Wales","carer_allowance",1311
"Page","New South Wales","carer_allowance",5475
"Parkes","New South Wales","carer_allowance",4538
"Parramatta","New South Wales","carer_allowance",4499
"Paterson","New South Wales","carer_allowance",5310
"Reid","New South Wales","carer_allowance",3841
"Richmond","New South Wales","carer_allowance",4533
"Riverina","New South Wales","carer_allowance",4154
"Robertson","New South Wales","carer_allowance",3913
"Shortland","New South Wales","carer_allowance",5163
"Sydney","New South Wales","carer_allowance",1826
"Throsby","New South Wales","carer_allowance",5439
"Warringah","New South Wales","carer_allowance",1316
"Watson","New South Wales","carer_allowance",6476
"Wentworth","New South Wales","carer_allowance",1399
"Werriwa","New South Wales","carer_allowance",6513
"Aston","Victoria","carer_allowance",3217
"Ballarat","Victoria","carer_allowance",4773
"Batman","Victoria","carer_allowance",5014
"Bendigo","Victoria","carer_allowance",4391
"Bruce","Victoria","carer_allowance",4404
"Calwell","Victoria","carer_allowance",8457
"Casey","Victoria","carer_allowance",3257
"Chisholm","Victoria","carer_allowance",3171
"Corangamite","Victoria","carer_allowance",3398
"Corio","Victoria","carer_allowance",5419
"Deakin","Victoria","carer_allowance",2847
"Dunkley","Victoria","carer_allowance",3613
"Flinders","Victoria","carer_allowance",3993
"Gellibrand","Victoria","carer_allowance",4776
"Gippsland","Victoria","carer_allowance",5174
"Goldstein","Victoria","carer_allowance",2344
"Gorton","Victoria","carer_allowance",6759
"Higgins","Victoria","carer_allowance",2114
"Holt","Victoria","carer_allowance",5577
"Hotham","Victoria","carer_allowance",4108
"Indi","Victoria","carer_allowance",4017
"Isaacs","Victoria","carer_allowance",3628
"Jagajaga","Victoria","carer_allowance",3106
"Kooyong","Victoria","carer_allowance",1764
"La Trobe","Victoria","carer_allowance",3217
"Lalor","Victoria","carer_allowance",5446
"Mallee","Victoria","carer_allowance",4890
"Maribyrnong","Victoria","carer_allowance",5681
"McEwen","Victoria","carer_allowance",5093
"McMillan","Victoria","carer_allowance",4644
"Melbourne","Victoria","carer_allowance",2268
"Melbourne Ports","Victoria","carer_allowance",1820
"Menzies","Victoria","carer_allowance",3122
"Murray","Victoria","carer_allowance",5156
"Scullin","Victoria","carer_allowance",6503
"Wannon","Victoria","carer_allowance",4275
"Wills","Victoria","carer_allowance",5641
"Blair","Queensland","carer_allowance",4913
"Bonner","Queensland","carer_allowance",2765
"Bowman","Queensland","carer_allowance",3614
"Brisbane","Queensland","carer_allowance",1227
"Capricornia","Queensland","carer_allowance",3215
"Dawson","Queensland","carer_allowance",3231
"Dickson","Queensland","carer_allowance",2992
"Fadden","Queensland","carer_allowance",4061
"Fairfax","Queensland","carer_allowance",3637
"Fisher","Queensland","carer_allowance",3939
"Flynn","Queensland","carer_allowance",3799
"Forde","Queensland","carer_allowance",4413
"Griffith","Queensland","carer_allowance",1738
"Groom","Queensland","carer_allowance",3639
"Herbert","Queensland","carer_allowance",3605
"Hinkler","Queensland","carer_allowance",7107
"Kennedy","Queensland","carer_allowance",3804
"Leichhardt","Queensland","carer_allowance",3231
"Lilley","Queensland","carer_allowance",2783
"Longman","Queensland","carer_allowance",5633
"Maranoa","Queensland","carer_allowance",4798
"McPherson","Queensland","carer_allowance",3583
"Moncrieff","Queensland","carer_allowance",3432
"Moreton","Queensland","carer_allowance",2514
"Oxley","Queensland","carer_allowance",3616
"Petrie","Queensland","carer_allowance",4164
"Rankin","Queensland","carer_allowance",4242
"Ryan","Queensland","carer_allowance",1862
"Wide Bay","Queensland","carer_allowance",5665
"Wright","Queensland","carer_allowance",4267
"Adelaide","South Australia","carer_allowance",2971
"Barker","South Australia","carer_allowance",4276
"Boothby","South Australia","carer_allowance",2858
"Grey","South Australia","carer_allowance",4949
"Hindmarsh","South Australia","carer_allowance",3751
"Kingston","South Australia","carer_allowance",4853
"Makin","South Australia","carer_allowance",4048
"Mayo","South Australia","carer_allowance",3145
"Port Adelaide","South Australia","carer_allowance",6118
"Sturt","South Australia","carer_allowance",3324
"Wakefield","South Australia","carer_allowance",6557
"Brand","Western Australia","carer_allowance",3651
"Canning","Western Australia","carer_allowance",3626
"Cowan","Western Australia","carer_allowance",2794
"Curtin","Western Australia","carer_allowance",1264
"Durack","Western Australia","carer_allowance",2520
"Forrest","Western Australia","carer_allowance",2843
"Fremantle","Western Australia","carer_allowance",2689
"Hasluck","Western Australia","carer_allowance",3036
"Moore","Western Australia","carer_allowance",1991
"O'Connor","Western Australia","carer_allowance",2829
"Pearce","Western Australia","carer_allowance",3071
"Perth","Western Australia","carer_allowance",2251
"Stirling","Western Australia","carer_allowance",2597
"Swan","Western Australia","carer_allowance",2255
"Tangney","Western Australia","carer_allowance",1836
"Bass","Tasmania","carer_allowance",3042
"Braddon","Tasmania","carer_allowance",3821
"Denison","Tasmania","carer_allowance",2468
"Franklin","Tasmania","carer_allowance",2867
"Lyons","Tasmania","carer_allowance",4277
"Lingiari","Northern Territory","carer_allowance",1530
"Solomon","Northern Territory","carer_allowance",1440
"Canberra","Australian Capital Territory","carer_allowance",2646
"Fraser","Australian Capital Territory","carer_allowance",2775
"Unknown","Unknown","carer_allowance__child_hcc_only_",20
"Banks","New South Wales","carer_allowance__child_hcc_only_",145
"Barton","New South Wales","carer_allowance__child_hcc_only_",107
"Bennelong","New South Wales","carer_allowance__child_hcc_only_",84
"Berowra","New South Wales","carer_allowance__child_hcc_only_",85
"Blaxland","New South Wales","carer_allowance__child_hcc_only_",390
"Bradfield","New South Wales","carer_allowance__child_hcc_only_",72
"Calare","New South Wales","carer_allowance__child_hcc_only_",218
"Charlton","New South Wales","carer_allowance__child_hcc_only_",164
"Chifley","New South Wales","carer_allowance__child_hcc_only_",524
"Cook","New South Wales","carer_allowance__child_hcc_only_",140
"Cowper","New South Wales","carer_allowance__child_hcc_only_",151
"Cunningham","New South Wales","carer_allowance__child_hcc_only_",114
"Dobell","New South Wales","carer_allowance__child_hcc_only_",180
"Eden-Monaro","New South Wales","carer_allowance__child_hcc_only_",91
"Farrer","New South Wales","carer_allowance__child_hcc_only_",137
"Fowler","New South Wales","carer_allowance__child_hcc_only_",391
"Gilmore","New South Wales","carer_allowance__child_hcc_only_",120
"Grayndler","New South Wales","carer_allowance__child_hcc_only_",63
"Greenway","New South Wales","carer_allowance__child_hcc_only_",253
"Hughes","New South Wales","carer_allowance__child_hcc_only_",261
"Hume","New South Wales","carer_allowance__child_hcc_only_",186
"Hunter","New South Wales","carer_allowance__child_hcc_only_",172
"Kingsford Smith","New South Wales","carer_allowance__child_hcc_only_",95
"Lindsay","New South Wales","carer_allowance__child_hcc_only_",443
"Lyne","New South Wales","carer_allowance__child_hcc_only_",112
"Macarthur","New South Wales","carer_allowance__child_hcc_only_",391
"Mackellar","New South Wales","carer_allowance__child_hcc_only_",83
"Macquarie","New South Wales","carer_allowance__child_hcc_only_",187
"McMahon","New South Wales","carer_allowance__child_hcc_only_",283
"Mitchell","New South Wales","carer_allowance__child_hcc_only_",115
"New England","New South Wales","carer_allowance__child_hcc_only_",161
"Newcastle","New South Wales","carer_allowance__child_hcc_only_",96
"North Sydney","New South Wales","carer_allowance__child_hcc_only_",40
"Page","New South Wales","carer_allowance__child_hcc_only_",214
"Parkes","New South Wales","carer_allowance__child_hcc_only_",136
"Parramatta","New South Wales","carer_allowance__child_hcc_only_",150
"Paterson","New South Wales","carer_allowance__child_hcc_only_",137
"Reid","New South Wales","carer_allowance__child_hcc_only_",106
"Richmond","New South Wales","carer_allowance__child_hcc_only_",121
"Riverina","New South Wales","carer_allowance__child_hcc_only_",196
"Robertson","New South Wales","carer_allowance__child_hcc_only_",136
"Shortland","New South Wales","carer_allowance__child_hcc_only_",140
"Sydney","New South Wales","carer_allowance__child_hcc_only_",33
"Throsby","New South Wales","carer_allowance__child_hcc_only_",162
"Warringah","New South Wales","carer_allowance__child_hcc_only_",51
"Watson","New South Wales","carer_allowance__child_hcc_only_",230
"Wentworth","New South Wales","carer_allowance__child_hcc_only_",37
"Werriwa","New South Wales","carer_allowance__child_hcc_only_",337
"Aston","Victoria","carer_allowance__child_hcc_only_",113
"Ballarat","Victoria","carer_allowance__child_hcc_only_",204
"Batman","Victoria","carer_allowance__child_hcc_only_",137
"Bendigo","Victoria","carer_allowance__child_hcc_only_",160
"Bruce","Victoria","carer_allowance__child_hcc_only_",119
"Calwell","Victoria","carer_allowance__child_hcc_only_",308
"Casey","Victoria","carer_allowance__child_hcc_only_",145
"Chisholm","Victoria","carer_allowance__child_hcc_only_",88
"Corangamite","Victoria","carer_allowance__child_hcc_only_",166
"Corio","Victoria","carer_allowance__child_hcc_only_",216
"Deakin","Victoria","carer_allowance__child_hcc_only_",124
"Dunkley","Victoria","carer_allowance__child_hcc_only_",141
"Flinders","Victoria","carer_allowance__child_hcc_only_",116
"Gellibrand","Victoria","carer_allowance__child_hcc_only_",128
"Gippsland","Victoria","carer_allowance__child_hcc_only_",208
"Goldstein","Victoria","carer_allowance__child_hcc_only_",78
"Gorton","Victoria","carer_allowance__child_hcc_only_",337
"Higgins","Victoria","carer_allowance__child_hcc_only_",57
"Holt","Victoria","carer_allowance__child_hcc_only_",188
"Hotham","Victoria","carer_allowance__child_hcc_only_",149
"Indi","Victoria","carer_allowance__child_hcc_only_",148
"Isaacs","Victoria","carer_allowance__child_hcc_only_",169
"Jagajaga","Victoria","carer_allowance__child_hcc_only_",131
"Kooyong","Victoria","carer_allowance__child_hcc_only_",58
"La Trobe","Victoria","carer_allowance__child_hcc_only_",162
"Lalor","Victoria","carer_allowance__child_hcc_only_",246
"Mallee","Victoria","carer_allowance__child_hcc_only_",183
"Maribyrnong","Victoria","carer_allowance__child_hcc_only_",169
"McEwen","Victoria","carer_allowance__child_hcc_only_",287
"McMillan","Victoria","carer_allowance__child_hcc_only_",209
"Melbourne","Victoria","carer_allowance__child_hcc_only_",54
"Melbourne Ports","Victoria","carer_allowance__child_hcc_only_",24
"Menzies","Victoria","carer_allowance__child_hcc_only_",109
"Murray","Victoria","carer_allowance__child_hcc_only_",155
"Scullin","Victoria","carer_allowance__child_hcc_only_",181
"Wannon","Victoria","carer_allowance__child_hcc_only_",137
"Wills","Victoria","carer_allowance__child_hcc_only_",142
"Blair","Queensland","carer_allowance__child_hcc_only_",208
"Bonner","Queensland","carer_allowance__child_hcc_only_",95
"Bowman","Queensland","carer_allowance__child_hcc_only_",119
"Brisbane","Queensland","carer_allowance__child_hcc_only_",41
"Capricornia","Queensland","carer_allowance__child_hcc_only_",119
"Dawson","Queensland","carer_allowance__child_hcc_only_",96
"Dickson","Queensland","carer_allowance__child_hcc_only_",126
"Fadden","Queensland","carer_allowance__child_hcc_only_",124
"Fairfax","Queensland","carer_allowance__child_hcc_only_",98
"Fisher","Queensland","carer_allowance__child_hcc_only_",103
"Flynn","Queensland","carer_allowance__child_hcc_only_",127
"Forde","Queensland","carer_allowance__child_hcc_only_",160
"Griffith","Queensland","carer_allowance__child_hcc_only_",59
"Groom","Queensland","carer_allowance__child_hcc_only_",103
"Herbert","Queensland","carer_allowance__child_hcc_only_",120
"Hinkler","Queensland","carer_allowance__child_hcc_only_",171
"Kennedy","Queensland","carer_allowance__child_hcc_only_",108
"Leichhardt","Queensland","carer_allowance__child_hcc_only_",133
"Lilley","Queensland","carer_allowance__child_hcc_only_",83
"Longman","Queensland","carer_allowance__child_hcc_only_",163
"Maranoa","Queensland","carer_allowance__child_hcc_only_",119
